"Country","Schedule","Tax Base","Rates and thresholds","Year","Unit","PowerCode","Reference Period","Value","Flags"
"Latvia","1","Annual gross earnings","% of payment given as relief from personal income tax","2003",,"Units",,100,
"Latvia","1","Annual gross earnings","% of payment given as relief from personal income tax","2004",,"Units",,100,
"Latvia","1","Annual gross earnings","% of payment given as relief from personal income tax","2005",,"Units",,100,
"Latvia","1","Annual gross earnings","% of payment given as relief from personal income tax","2006",,"Units",,100,
"Latvia","1","Annual gross earnings","% of payment given as relief from personal income tax","2007",,"Units",,100,
"Latvia","1","Annual gross earnings","% of payment given as relief from personal income tax","2008",,"Units",,100,
"Latvia","1","Annual gross earnings","% of payment given as relief from personal income tax","2009",,"Units",,100,
"Latvia","1","Annual gross earnings","% of payment given as relief from personal income tax","2010",,"Units",,100,
"Latvia","1","Annual gross earnings","% of payment given as relief from personal income tax","2011",,"Units",,100,
"Latvia","1","Annual gross earnings","% of payment given as relief from personal income tax","2012",,"Units",,100,
"Latvia","1","Annual gross earnings","% of payment given as relief from personal income tax","2013",,"Units",,100,
"Latvia","1","Annual gross earnings","% of payment given as relief from personal income tax","2014",,"Units",,100,
"Latvia","1","Annual gross earnings","% of payment given as relief from personal income tax","2015",,"Units",,100,
"Latvia","1","Annual gross earnings","% of payment given as relief from personal income tax","2016",,"Units",,100,
"Latvia","1","Annual gross earnings","% of payment given as relief from personal income tax","2017",,"Units",,100,
"Latvia","1","Annual gross earnings","% of payment given as relief from personal income tax","2018",,"Units",,100,
"Latvia","1","Annual gross earnings","% of payment given as relief from personal income tax","2019",,"Units",,100,
"Latvia","1","Annual gross earnings","% of payment given as relief from personal income tax","2020",,"Units",,100,
"Latvia","1","Annual gross earnings","% of payment given as relief from personal income tax","2021",,"Units",,100,
"Latvia","1","Annual gross earnings","% of payment given as relief from personal income tax","2022",,"Units",,100,
"Ireland","2","Annual gross earnings","01 Lower threshold","2000",,"Units",,14922,
"Ireland","2","Annual gross earnings","01 Lower threshold","2001",,"Units",,14922,
"Ireland","2","Annual gross earnings","01 Lower threshold","2002",,"Units",,14924,
"Ireland","2","Annual gross earnings","01 Lower threshold","2003",,"Units",,14924,
"Ireland","2","Annual gross earnings","01 Lower threshold","2004",,"Units",,14924,
"Ireland","2","Annual gross earnings","01 Lower threshold","2005",,"Units",,14924,
"Ireland","2","Annual gross earnings","01 Lower threshold","2006",,"Units",,15600,
"Ireland","2","Annual gross earnings","01 Lower threshold","2007",,"Units",,17628,
"Ireland","2","Annual gross earnings","01 Lower threshold","2008",,"Units",,18304,
"Ireland","2","Annual gross earnings","01 Lower threshold","2009",,"Units",,18304,
"Ireland","2","Annual gross earnings","01 Lower threshold","2010",,"Units",,18304,
"Norway","1","Annual gross earnings","01 Lower threshold","2000",,"Units",,21400,
"Norway","1","Annual gross earnings","01 Lower threshold","2001",,"Units",,22200,
"Norway","1","Annual gross earnings","01 Lower threshold","2002",,"Units",,23000,
"Norway","1","Annual gross earnings","01 Lower threshold","2003",,"Units",,23000,
"Norway","1","Annual gross earnings","01 Lower threshold","2004",,"Units",,23000,
"Norway","1","Annual gross earnings","01 Lower threshold","2005",,"Units",,29600,
"Norway","1","Annual gross earnings","01 Lower threshold","2006",,"Units",,29600,
"Norway","1","Annual gross earnings","01 Lower threshold","2007",,"Units",,39600,
"Norway","1","Annual gross earnings","01 Lower threshold","2008",,"Units",,39600,
"Norway","1","Annual gross earnings","01 Lower threshold","2009",,"Units",,39600,
"Norway","1","Annual gross earnings","01 Lower threshold","2010",,"Units",,39600,
"Norway","1","Annual gross earnings","01 Lower threshold","2011",,"Units",,39600,
"Norway","1","Annual gross earnings","01 Lower threshold","2012",,"Units",,39600,
"Norway","1","Annual gross earnings","01 Lower threshold","2013",,"Units",,39600,
"Norway","1","Annual gross earnings","01 Lower threshold","2014",,"Units",,39600,
"Norway","1","Annual gross earnings","01 Lower threshold","2015",,"Units",,49650,
"Norway","1","Annual gross earnings","01 Lower threshold","2016",,"Units",,49650,
"Norway","1","Annual gross earnings","01 Lower threshold","2017",,"Units",,54650,
"Norway","1","Annual gross earnings","01 Lower threshold","2018",,"Units",,54650,
"Norway","1","Annual gross earnings","01 Lower threshold","2019",,"Units",,54650,
"Norway","1","Annual gross earnings","01 Lower threshold","2020",,"Units",,54650,
"Norway","1","Annual gross earnings","01 Lower threshold","2021",,"Units",,59650,
"Norway","1","Annual gross earnings","01 Lower threshold","2022",,"Units",,64650,
"Slovak Republic","1","Monthly gross earnings","01 Lower threshold","2000",,"Units",,136.1,
"Slovak Republic","1","Monthly gross earnings","01 Lower threshold","2001",,"Units",,150.4,
"Slovak Republic","1","Monthly gross earnings","01 Lower threshold","2002",,"Units",,168.7,
"Slovak Republic","1","Monthly gross earnings","01 Lower threshold","2003",,"Units",,189.1,
"Slovak Republic","1","Monthly gross earnings","01 Lower threshold","2004",,"Units",,205.3,
"Slovak Republic","1","Monthly gross earnings","01 Lower threshold","2005",,"Units",,219.1,
"Slovak Republic","1","Monthly gross earnings","01 Lower threshold","2006",,"Units",,234.9,
"Slovak Republic","1","Monthly gross earnings","01 Lower threshold","2007",,"Units",,256.4,
"Slovak Republic","1","Monthly gross earnings","01 Lower threshold","2008",,"Units",,268.9,
"Slovak Republic","1","Monthly gross earnings","01 Lower threshold","2009",,"Units",,295.5,
"Slovak Republic","1","Monthly gross earnings","01 Lower threshold","2010",,"Units",,307.7,
"Slovak Republic","1","Monthly gross earnings","01 Lower threshold","2011",,"Units",,317,
"Slovak Republic","1","Monthly gross earnings","01 Lower threshold","2012",,"Units",,327.2,
"Slovak Republic","1","Monthly gross earnings","01 Lower threshold","2013",,"Units",,337.7,
"Slovak Republic","1","Monthly gross earnings","01 Lower threshold","2014",,"Units",,352,
"Slovak Republic","1","Monthly gross earnings","01 Lower threshold","2015",,"Units",,380,
"Slovak Republic","1","Monthly gross earnings","01 Lower threshold","2016",,"Units",,405,
"Slovak Republic","1","Monthly gross earnings","01 Lower threshold","2017",,"Units",,435,
"Slovak Republic","1","Monthly gross earnings","01 Lower threshold","2018",,"Units",,480,
"Slovak Republic","1","Monthly gross earnings","01 Lower threshold","2019",,"Units",,520,
"Slovak Republic","1","Monthly gross earnings","01 Lower threshold","2020",,"Units",,580,
"Slovak Republic","1","Monthly gross earnings","01 Lower threshold","2021",,"Units",,623,
"Slovak Republic","1","Monthly gross earnings","01 Lower threshold","2022",,"Units",,646,
"Sweden","1","Annual gross earnings","01 Lower threshold","2000",,"Units",,8784,
"Sweden","1","Annual gross earnings","01 Lower threshold","2001",,"Units",,9963,
"Sweden","1","Annual gross earnings","01 Lower threshold","2002",,"Units",,11105,
"Sweden","1","Annual gross earnings","01 Lower threshold","2003",,"Units",,16328,
"Sweden","1","Annual gross earnings","01 Lower threshold","2004",,"Units",,16624,
"Sweden","1","Annual gross earnings","01 Lower threshold","2005",,"Units",,16666,
"Sweden","1","Annual gross earnings","01 Lower threshold","2006",,"Units",,16793,
"Sweden","1","Annual gross earnings","01 Lower threshold","2007",,"Units",,17047,
"Sweden","1","Annual gross earnings","01 Lower threshold","2008",,"Units",,17343,
"Sweden","1","Annual gross earnings","01 Lower threshold","2009",,"Units",,18104,
"Sweden","1","Annual gross earnings","01 Lower threshold","2010",,"Units",,17935.2,
"Sweden","1","Annual gross earnings","01 Lower threshold","2011",,"Units",,18104.4,
"Sweden","1","Annual gross earnings","01 Lower threshold","2012",,"Units",,18612,
"Sweden","1","Annual gross earnings","01 Lower threshold","2013",,"Units",,18823.5,
"Sweden","1","Annual gross earnings","01 Lower threshold","2014",,"Units",,18781.2,
"Sweden","1","Annual gross earnings","01 Lower threshold","2015",,"Units",,18823.5,
"Sweden","1","Annual gross earnings","01 Lower threshold","2016",,"Units",,18738.9,
"Sweden","1","Annual gross earnings","01 Lower threshold","2017",,"Units",,18950.4,
"Sweden","1","Annual gross earnings","01 Lower threshold","2018",,"Units",,19246.5,
"Sweden","1","Annual gross earnings","01 Lower threshold","2019",,"Units",,19669.5,
"Sweden","1","Annual gross earnings","01 Lower threshold","2020",,"Units",,20007.9,
"Sweden","1","Annual gross earnings","01 Lower threshold","2021",,"Units",,20134.8,
"Sweden","1","Annual gross earnings","01 Lower threshold","2022",,"Units",,20430.9,
"Türkiye","1","Annual gross earnings","01 Lower threshold","2000",,"Units",,1372,
"Türkiye","1","Annual gross earnings","01 Lower threshold","2001",,"Units",,1847,
"Türkiye","1","Annual gross earnings","01 Lower threshold","2002",,"Units",,2837,
"Türkiye","1","Annual gross earnings","01 Lower threshold","2003",,"Units",,3672,
"Türkiye","1","Annual gross earnings","01 Lower threshold","2004",,"Units",,5203,
"Türkiye","1","Annual gross earnings","01 Lower threshold","2005",,"Units",,5864,
"Türkiye","1","Annual gross earnings","01 Lower threshold","2006",,"Units",,6372,
"Türkiye","1","Annual gross earnings","01 Lower threshold","2007",,"Units",,6885,
"Türkiye","1","Annual gross earnings","01 Lower threshold","2008",,"Units",,7301,
"Türkiye","1","Annual gross earnings","01 Lower threshold","2009",,"Units",,7992,
"Türkiye","1","Annual gross earnings","01 Lower threshold","2010",,"Units",,8748,
"Türkiye","1","Annual gross earnings","01 Lower threshold","2011",,"Units",,9558,
"Türkiye","1","Annual gross earnings","01 Lower threshold","2012",,"Units",,10638,
"Türkiye","1","Annual gross earnings","01 Lower threshold","2013",,"Units",,11743,
"Türkiye","1","Annual gross earnings","01 Lower threshold","2014",,"Units",,12852,
"Türkiye","1","Annual gross earnings","01 Lower threshold","2015",,"Units",,14418,
"Türkiye","1","Annual gross earnings","01 Lower threshold","2016",,"Units",,19764,
"Türkiye","1","Annual gross earnings","01 Lower threshold","2017",,"Units",,21330,
"Türkiye","1","Annual gross earnings","01 Lower threshold","2018",,"Units",,24354,
"Türkiye","1","Annual gross earnings","01 Lower threshold","2019",,"Units",,30701,
"Türkiye","1","Annual gross earnings","01 Lower threshold","2020",,"Units",,35316,
"Türkiye","1","Annual gross earnings","01 Lower threshold","2021",,"Units",,42930,
"Türkiye","1","Annual gross earnings","01 Lower threshold","2022",,"Units",,68850,
"Denmark","1","Monthly gross earnings","01 Marginal rate","2000",,"Units",,9,
"Denmark","1","Monthly gross earnings","01 Marginal rate","2001",,"Units",,8,
"Denmark","1","Monthly gross earnings","01 Marginal rate","2002",,"Units",,8,
"Denmark","1","Monthly gross earnings","01 Marginal rate","2003",,"Units",,8,
"Denmark","1","Monthly gross earnings","01 Marginal rate","2004",,"Units",,8,
"Denmark","1","Monthly gross earnings","01 Marginal rate","2005",,"Units",,8,
"Denmark","1","Monthly gross earnings","01 Marginal rate","2006",,"Units",,8,
"Denmark","1","Monthly gross earnings","01 Marginal rate","2007",,"Units",,8,
"Finland","1","Annual gross earnings","01 Marginal rate","2017",,"Units",,9.33,
"Finland","1","Annual gross earnings","01 Marginal rate","2018",,"Units",,9.78,
"Finland","1","Annual gross earnings","01 Marginal rate","2019",,"Units",,9.79,
"Finland","1","Annual gross earnings","01 Marginal rate","2020",,"Units",,9.58,
"Finland","1","Annual gross earnings","01 Marginal rate","2021",,"Units",,9.58,
"Finland","1","Annual gross earnings","01 Marginal rate","2022",,"Units",,9.83,
"Finland","1","Annual gross earnings","% of payment given as relief from personal income tax","2017",,"Units",,100,
"Finland","1","Annual gross earnings","% of payment given as relief from personal income tax","2018",,"Units",,100,
"Finland","1","Annual gross earnings","% of payment given as relief from personal income tax","2019",,"Units",,100,
"Finland","1","Annual gross earnings","% of payment given as relief from personal income tax","2020",,"Units",,100,
"Finland","1","Annual gross earnings","% of payment given as relief from personal income tax","2021",,"Units",,100,
"Finland","1","Annual gross earnings","% of payment given as relief from personal income tax","2022",,"Units",,100,
"Lithuania","1","Monthly gross earnings","01 Marginal rate","2000",,"Units",,3,
"Lithuania","1","Monthly gross earnings","01 Marginal rate","2001",,"Units",,3,
"Lithuania","1","Monthly gross earnings","01 Marginal rate","2002",,"Units",,3,
"Lithuania","1","Monthly gross earnings","01 Marginal rate","2004",,"Units",,3,
"Lithuania","1","Monthly gross earnings","01 Marginal rate","2005",,"Units",,3,
"Lithuania","1","Monthly gross earnings","01 Marginal rate","2006",,"Units",,3,
"Lithuania","1","Monthly gross earnings","01 Marginal rate","2007",,"Units",,3,
"Lithuania","1","Monthly gross earnings","01 Marginal rate","2008",,"Units",,3,
"Lithuania","1","Monthly gross earnings","01 Marginal rate","2009",,"Units",,9,
"Lithuania","1","Monthly gross earnings","01 Marginal rate","2010",,"Units",,9,
"Lithuania","1","Monthly gross earnings","01 Marginal rate","2011",,"Units",,9,
"Lithuania","1","Monthly gross earnings","01 Marginal rate","2012",,"Units",,9,
"Lithuania","1","Monthly gross earnings","01 Marginal rate","2013",,"Units",,9,
"Lithuania","1","Monthly gross earnings","01 Marginal rate","2014",,"Units",,9,
"Lithuania","1","Monthly gross earnings","01 Marginal rate","2015",,"Units",,9,
"Lithuania","1","Monthly gross earnings","01 Marginal rate","2016",,"Units",,9,
"Lithuania","1","Monthly gross earnings","01 Marginal rate","2017",,"Units",,9,
"Lithuania","1","Monthly gross earnings","01 Marginal rate","2018",,"Units",,9,
"Lithuania","1","Monthly gross earnings","01 Marginal rate","2019",,"Units",,12.52,
"Lithuania","1","Monthly gross earnings","01 Marginal rate","2020",,"Units",,12.52,
"Lithuania","1","Monthly gross earnings","01 Marginal rate","2021",,"Units",,12.52,
"Lithuania","1","Monthly gross earnings","01 Marginal rate","2022",,"Units",,12.52,
"Lithuania","1","Monthly gross earnings","01 Lower threshold","2019",,"Units",,0,
"Lithuania","1","Monthly gross earnings","01 Lower threshold","2020",,"Units",,0,
"Lithuania","1","Monthly gross earnings","01 Lower threshold","2021",,"Units",,0,
"Lithuania","1","Monthly gross earnings","01 Lower threshold","2022",,"Units",,0,
"Lithuania","1","Monthly gross earnings","01 Upper threshold","2019",,"Units",,11362,
"Lithuania","1","Monthly gross earnings","01 Upper threshold","2020",,"Units",,8689.833333,
"Lithuania","1","Monthly gross earnings","01 Upper threshold","2021",,"Units",,6763.5,
"Lithuania","1","Monthly gross earnings","01 Upper threshold","2022",,"Units",,7520.5,
"Lithuania","1","Monthly gross earnings","02 Marginal rate","2019",,"Units",,6.98,
"Lithuania","1","Monthly gross earnings","02 Marginal rate","2020",,"Units",,6.98,
"Lithuania","1","Monthly gross earnings","02 Marginal rate","2021",,"Units",,6.98,
"Lithuania","1","Monthly gross earnings","02 Marginal rate","2022",,"Units",,6.98,
"Lithuania","1","Monthly gross earnings","02 Lower threshold","2019",,"Units",,11362,
"Lithuania","1","Monthly gross earnings","02 Lower threshold","2020",,"Units",,8689.833333,
"Lithuania","1","Monthly gross earnings","02 Lower threshold","2021",,"Units",,6763.5,
"Lithuania","1","Monthly gross earnings","02 Lower threshold","2022",,"Units",,7520.5,
"Colombia","1","Monthly gross earnings","01 Marginal rate","2000",,"Units",,7.375,
"Colombia","1","Monthly gross earnings","01 Marginal rate","2001",,"Units",,7.375,
"Colombia","1","Monthly gross earnings","01 Marginal rate","2002",,"Units",,7.375,
"Colombia","1","Monthly gross earnings","01 Marginal rate","2003",,"Units",,7.375,
"Colombia","1","Monthly gross earnings","01 Marginal rate","2004",,"Units",,7.625,
"Colombia","1","Monthly gross earnings","01 Marginal rate","2005",,"Units",,7.75,
"Colombia","1","Monthly gross earnings","01 Marginal rate","2006",,"Units",,7.875,
"Colombia","1","Monthly gross earnings","01 Marginal rate","2007",,"Units",,7.875,
"Colombia","1","Monthly gross earnings","01 Marginal rate","2008",,"Units",,7.875,
"Colombia","1","Monthly gross earnings","01 Marginal rate","2009",,"Units",,8,
"Colombia","1","Monthly gross earnings","01 Marginal rate","2010",,"Units",,8,
"Colombia","1","Monthly gross earnings","01 Marginal rate","2011",,"Units",,8,
"Colombia","1","Monthly gross earnings","01 Marginal rate","2012",,"Units",,8,
"Colombia","1","Monthly gross earnings","01 Marginal rate","2013",,"Units",,8,
"Colombia","1","Monthly gross earnings","01 Marginal rate","2014",,"Units",,8,
"Colombia","1","Monthly gross earnings","01 Marginal rate","2015",,"Units",,8,
"Colombia","1","Monthly gross earnings","01 Marginal rate","2016",,"Units",,8,
"Colombia","1","Monthly gross earnings","01 Marginal rate","2017",,"Units",,8,
"Colombia","1","Monthly gross earnings","01 Marginal rate","2018",,"Units",,8,
"Colombia","1","Monthly gross earnings","01 Marginal rate","2019",,"Units",,8,
"Colombia","1","Monthly gross earnings","01 Lower threshold","2000",,"Units",,260100,
"Colombia","1","Monthly gross earnings","01 Lower threshold","2001",,"Units",,286000,
"Colombia","1","Monthly gross earnings","01 Lower threshold","2002",,"Units",,309000,
"Colombia","1","Monthly gross earnings","01 Lower threshold","2003",,"Units",,332000,
"Colombia","1","Monthly gross earnings","01 Lower threshold","2004",,"Units",,358000,
"Colombia","1","Monthly gross earnings","01 Lower threshold","2005",,"Units",,381500,
"Colombia","1","Monthly gross earnings","01 Lower threshold","2006",,"Units",,408000,
"Colombia","1","Monthly gross earnings","01 Lower threshold","2007",,"Units",,433700,
"Colombia","1","Monthly gross earnings","01 Lower threshold","2008",,"Units",,461500,
"Colombia","1","Monthly gross earnings","01 Lower threshold","2009",,"Units",,496900,
"Colombia","1","Monthly gross earnings","01 Lower threshold","2010",,"Units",,515000,
"Colombia","1","Monthly gross earnings","01 Lower threshold","2011",,"Units",,535600,
"Colombia","1","Monthly gross earnings","01 Lower threshold","2012",,"Units",,566700,
"Colombia","1","Monthly gross earnings","01 Lower threshold","2013",,"Units",,589500,
"Colombia","1","Monthly gross earnings","01 Lower threshold","2014",,"Units",,616000,
"Colombia","1","Monthly gross earnings","01 Lower threshold","2015",,"Units",,644350,
"Colombia","1","Monthly gross earnings","01 Lower threshold","2016",,"Units",,689455,
"Colombia","1","Monthly gross earnings","01 Lower threshold","2017",,"Units",,689455,
"Colombia","1","Monthly gross earnings","01 Lower threshold","2018",,"Units",,689455,
"Colombia","1","Monthly gross earnings","01 Lower threshold","2019",,"Units",,689455,
"Colombia","1","Monthly gross earnings","01 Upper threshold","2000",,"Units",,1040400,
"Colombia","1","Monthly gross earnings","01 Upper threshold","2001",,"Units",,1144000,
"Colombia","1","Monthly gross earnings","01 Upper threshold","2002",,"Units",,1236000,
"Colombia","1","Monthly gross earnings","01 Upper threshold","2003",,"Units",,1328000,
"Colombia","1","Monthly gross earnings","01 Upper threshold","2004",,"Units",,1432000,
"Colombia","1","Monthly gross earnings","01 Upper threshold","2005",,"Units",,1526000,
"Colombia","1","Monthly gross earnings","01 Upper threshold","2006",,"Units",,1632000,
"Colombia","1","Monthly gross earnings","01 Upper threshold","2007",,"Units",,1734800,
"Colombia","1","Monthly gross earnings","01 Upper threshold","2008",,"Units",,1846000,
"Colombia","1","Monthly gross earnings","01 Upper threshold","2009",,"Units",,1987600,
"Colombia","1","Monthly gross earnings","01 Upper threshold","2010",,"Units",,2060000,
"Colombia","1","Monthly gross earnings","01 Upper threshold","2011",,"Units",,2142400,
"Colombia","1","Monthly gross earnings","01 Upper threshold","2012",,"Units",,2266800,
"Colombia","1","Monthly gross earnings","01 Upper threshold","2013",,"Units",,2358000,
"Colombia","1","Monthly gross earnings","01 Upper threshold","2014",,"Units",,2464000,
"Colombia","1","Monthly gross earnings","01 Upper threshold","2015",,"Units",,2577400,
"Colombia","1","Monthly gross earnings","01 Upper threshold","2016",,"Units",,2757820,
"Colombia","1","Monthly gross earnings","01 Upper threshold","2017",,"Units",,2757820,
"Colombia","1","Monthly gross earnings","01 Upper threshold","2018",,"Units",,2757820,
"Colombia","1","Monthly gross earnings","01 Upper threshold","2019",,"Units",,2757820,
"Colombia","1","Monthly gross earnings","02 Marginal rate","2000",,"Units",,8.375,
"Colombia","1","Monthly gross earnings","02 Marginal rate","2001",,"Units",,8.375,
"Colombia","1","Monthly gross earnings","02 Marginal rate","2002",,"Units",,8.375,
"Colombia","1","Monthly gross earnings","02 Marginal rate","2003",,"Units",,8.375,
"Colombia","1","Monthly gross earnings","02 Marginal rate","2004",,"Units",,8.625,
"Colombia","1","Monthly gross earnings","02 Marginal rate","2005",,"Units",,8.75,
"Colombia","1","Monthly gross earnings","02 Marginal rate","2006",,"Units",,8.875,
"Colombia","1","Monthly gross earnings","02 Marginal rate","2007",,"Units",,8.875,
"Colombia","1","Monthly gross earnings","02 Marginal rate","2008",,"Units",,8.875,
"Colombia","1","Monthly gross earnings","02 Marginal rate","2009",,"Units",,9,
"Colombia","1","Monthly gross earnings","02 Marginal rate","2010",,"Units",,9,
"Colombia","1","Monthly gross earnings","02 Marginal rate","2011",,"Units",,9,
"Colombia","1","Monthly gross earnings","02 Marginal rate","2012",,"Units",,9,
"Colombia","1","Monthly gross earnings","02 Marginal rate","2013",,"Units",,9,
"Colombia","1","Monthly gross earnings","02 Marginal rate","2014",,"Units",,9,
"Colombia","1","Monthly gross earnings","02 Marginal rate","2015",,"Units",,9,
"Colombia","1","Monthly gross earnings","02 Marginal rate","2016",,"Units",,9,
"Colombia","1","Monthly gross earnings","02 Marginal rate","2017",,"Units",,9,
"Colombia","1","Monthly gross earnings","02 Marginal rate","2018",,"Units",,9,
"Colombia","1","Monthly gross earnings","02 Marginal rate","2019",,"Units",,9,
"Colombia","1","Monthly gross earnings","02 Lower threshold","2000",,"Units",,1040400,
"Colombia","1","Monthly gross earnings","02 Lower threshold","2001",,"Units",,1144000,
"Colombia","1","Monthly gross earnings","02 Lower threshold","2002",,"Units",,1236000,
"Colombia","1","Monthly gross earnings","02 Lower threshold","2003",,"Units",,1328000,
"Colombia","1","Monthly gross earnings","02 Lower threshold","2004",,"Units",,1432000,
"Colombia","1","Monthly gross earnings","02 Lower threshold","2005",,"Units",,1526000,
"Colombia","1","Monthly gross earnings","02 Lower threshold","2006",,"Units",,1632000,
"Colombia","1","Monthly gross earnings","02 Lower threshold","2007",,"Units",,1734800,
"Colombia","1","Monthly gross earnings","02 Lower threshold","2008",,"Units",,1846000,
"Colombia","1","Monthly gross earnings","02 Lower threshold","2009",,"Units",,1987600,
"Colombia","1","Monthly gross earnings","02 Lower threshold","2010",,"Units",,2060000,
"Colombia","1","Monthly gross earnings","02 Lower threshold","2011",,"Units",,2142400,
"Colombia","1","Monthly gross earnings","02 Lower threshold","2012",,"Units",,2266800,
"Colombia","1","Monthly gross earnings","02 Lower threshold","2013",,"Units",,2358000,
"Colombia","1","Monthly gross earnings","02 Lower threshold","2014",,"Units",,2464000,
"Colombia","1","Monthly gross earnings","02 Lower threshold","2015",,"Units",,2577400,
"Colombia","1","Monthly gross earnings","02 Lower threshold","2016",,"Units",,2757820,
"Colombia","1","Monthly gross earnings","02 Lower threshold","2017",,"Units",,2757820,
"Colombia","1","Monthly gross earnings","02 Lower threshold","2018",,"Units",,2757820,
"Colombia","1","Monthly gross earnings","02 Lower threshold","2019",,"Units",,2757820,
"Colombia","1","Monthly gross earnings","02 Upper threshold","2000",,"Units",,6502500,
"Colombia","1","Monthly gross earnings","02 Upper threshold","2001",,"Units",,7150000,
"Colombia","1","Monthly gross earnings","02 Upper threshold","2002",,"Units",,7725000,
"Colombia","1","Monthly gross earnings","02 Upper threshold","2003",,"Units",,5312000,
"Colombia","1","Monthly gross earnings","02 Upper threshold","2004",,"Units",,5728000,
"Colombia","1","Monthly gross earnings","02 Upper threshold","2005",,"Units",,6104000,
"Colombia","1","Monthly gross earnings","02 Upper threshold","2006",,"Units",,6528000,
"Colombia","1","Monthly gross earnings","02 Upper threshold","2007",,"Units",,6939200,
"Colombia","1","Monthly gross earnings","02 Upper threshold","2008",,"Units",,7384000,
"Colombia","1","Monthly gross earnings","02 Upper threshold","2009",,"Units",,7950400,
"Colombia","1","Monthly gross earnings","02 Upper threshold","2010",,"Units",,8240000,
"Colombia","1","Monthly gross earnings","02 Upper threshold","2011",,"Units",,8569600,
"Colombia","1","Monthly gross earnings","02 Upper threshold","2012",,"Units",,9067200,
"Colombia","1","Monthly gross earnings","02 Upper threshold","2013",,"Units",,9432000,
"Colombia","1","Monthly gross earnings","02 Upper threshold","2014",,"Units",,9856000,
"Colombia","1","Monthly gross earnings","02 Upper threshold","2015",,"Units",,10309600,
"Colombia","1","Monthly gross earnings","02 Upper threshold","2016",,"Units",,11031280,
"Colombia","1","Monthly gross earnings","02 Upper threshold","2017",,"Units",,11031280,
"Colombia","1","Monthly gross earnings","02 Upper threshold","2018",,"Units",,11031280,
"Colombia","1","Monthly gross earnings","02 Upper threshold","2019",,"Units",,11031280,
"Colombia","1","Monthly gross earnings","03 Marginal rate","2003",,"Units",,8.575,
"Colombia","1","Monthly gross earnings","03 Marginal rate","2004",,"Units",,8.825,
"Colombia","1","Monthly gross earnings","03 Marginal rate","2005",,"Units",,8.95,
"Colombia","1","Monthly gross earnings","03 Marginal rate","2006",,"Units",,9.075,
"Colombia","1","Monthly gross earnings","03 Marginal rate","2007",,"Units",,9.075,
"Colombia","1","Monthly gross earnings","03 Marginal rate","2008",,"Units",,9.075,
"Colombia","1","Monthly gross earnings","03 Marginal rate","2009",,"Units",,9.2,
"Colombia","1","Monthly gross earnings","03 Marginal rate","2010",,"Units",,9.2,
"Colombia","1","Monthly gross earnings","03 Marginal rate","2011",,"Units",,9.2,
"Colombia","1","Monthly gross earnings","03 Marginal rate","2012",,"Units",,9.2,
"Colombia","1","Monthly gross earnings","03 Marginal rate","2013",,"Units",,9.2,
"Colombia","1","Monthly gross earnings","03 Marginal rate","2014",,"Units",,9.2,
"Colombia","1","Monthly gross earnings","03 Marginal rate","2015",,"Units",,9.2,
"Colombia","1","Monthly gross earnings","03 Marginal rate","2016",,"Units",,9.2,
"Colombia","1","Monthly gross earnings","03 Marginal rate","2017",,"Units",,9.2,
"Colombia","1","Monthly gross earnings","03 Marginal rate","2018",,"Units",,9.2,
"Colombia","1","Monthly gross earnings","03 Marginal rate","2019",,"Units",,9.2,
"Colombia","1","Monthly gross earnings","03 Lower threshold","2003",,"Units",,5312000,
"Colombia","1","Monthly gross earnings","03 Lower threshold","2004",,"Units",,5728000,
"Colombia","1","Monthly gross earnings","03 Lower threshold","2005",,"Units",,6104000,
"Colombia","1","Monthly gross earnings","03 Lower threshold","2006",,"Units",,6528000,
"Colombia","1","Monthly gross earnings","03 Lower threshold","2007",,"Units",,6939200,
"Colombia","1","Monthly gross earnings","03 Lower threshold","2008",,"Units",,7384000,
"Colombia","1","Monthly gross earnings","03 Lower threshold","2009",,"Units",,7950400,
"Colombia","1","Monthly gross earnings","03 Lower threshold","2010",,"Units",,8240000,
"Colombia","1","Monthly gross earnings","03 Lower threshold","2011",,"Units",,8569600,
"Colombia","1","Monthly gross earnings","03 Lower threshold","2012",,"Units",,9067200,
"Colombia","1","Monthly gross earnings","03 Lower threshold","2013",,"Units",,9432000,
"Colombia","1","Monthly gross earnings","03 Lower threshold","2014",,"Units",,9856000,
"Colombia","1","Monthly gross earnings","03 Lower threshold","2015",,"Units",,10309600,
"Colombia","1","Monthly gross earnings","03 Lower threshold","2016",,"Units",,11031280,
"Colombia","1","Monthly gross earnings","03 Lower threshold","2017",,"Units",,11031280,
"Colombia","1","Monthly gross earnings","03 Lower threshold","2018",,"Units",,11031280,
"Colombia","1","Monthly gross earnings","03 Lower threshold","2019",,"Units",,11031280,
"Colombia","1","Monthly gross earnings","03 Upper threshold","2003",,"Units",,5644000,
"Colombia","1","Monthly gross earnings","03 Upper threshold","2004",,"Units",,6086000,
"Colombia","1","Monthly gross earnings","03 Upper threshold","2005",,"Units",,6485500,
"Colombia","1","Monthly gross earnings","03 Upper threshold","2006",,"Units",,6936000,
"Colombia","1","Monthly gross earnings","03 Upper threshold","2007",,"Units",,7372900,
"Colombia","1","Monthly gross earnings","03 Upper threshold","2008",,"Units",,7845500,
"Colombia","1","Monthly gross earnings","03 Upper threshold","2009",,"Units",,8447300,
